id,num,name,url,area,village,price,type,square,line,station,meter,addtime
224,5708082,上海源花城-松江 新上架 电梯房 智能电表 非一楼,http://sh.baletu.com/house/5708082.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=225,松江,上海源花城 ,2500,合租,15,9,九亭,1704,2019-08-19
225,597112,绿庭尚城-松江 新上架 电梯房 非一楼,http://sh.baletu.com/house/597112.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=226,松江,绿庭尚城 ,680,合租,18,9,九亭,1238,2019-08-19
226,1664055,共康五村-宝山 近地铁 新上架 非一楼,http://sh.baletu.com/house/1664055.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=227,宝山,共康五村 2室1厅1卫,5600,整租,76,1,通河新村,917,2019-08-19
227,446005,宝宸共和家园南区-宝山 近地铁 保洁服务 新上架 电梯房 智能电表 非一楼 主卧 朝南,http://sh.baletu.com/house/446005.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=228,宝山,宝宸共和家园南区 ,1990,合租,13,1,通河新村,442,2019-08-19
228,5806024,共富四村富成园-宝山 保洁服务 维修服务 新上架 电梯房 智能电表 非一楼,http://sh.baletu.com/house/5806024.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=229,宝山,共富四村富成园 ,1290,合租,15,1,共富新村,1187,2019-08-19
229,5666048,莘梓苑-闵行 近地铁 新上架 智能电表 非一楼,http://sh.baletu.com/house/5666048.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=230,闵行,莘梓苑 ,2300,合租,19,1,莘庄,392,2019-08-19
230,5692317,振新佳苑-青浦 新上架 主卧,http://sh.baletu.com/house/5692317.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=231,青浦,振新佳苑 ,2100,合租,24,-1,徐盈路菘泽大道,98,2019-08-19
231,5463054,蟠龙馨苑-青浦 近地铁 独卫 保洁服务 维修服务 新上架 电梯房 非一楼 主卧 朝南,http://sh.baletu.com/house/5463054.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=232,青浦,蟠龙馨苑 ,2150,合租,20,17,徐盈路,952,2019-08-19
232,445510,共富二村-宝山 近地铁 保洁服务 新上架 非一楼,http://sh.baletu.com/house/445510.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=233,宝山,共富二村 ,2000,合租,18,1,共富新村,933,2019-08-19
233,5646398,金水和璟园北区-奉贤 独卫 新上架 电梯房 非一楼,http://sh.baletu.com/house/5646398.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=234,奉贤,金水和璟园北区 3室2厅1卫,2300,整租,100,-1,金钱公路环城北路,854,2019-08-19
234,1893655,久富苑-松江 保洁服务 维修服务 新上架 非一楼 主卧,http://sh.baletu.com/house/1893655.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=235,松江,久富苑 ,1800,合租,20,9,九亭,1878,2019-08-19
235,5692355,振新佳苑-青浦 独卫 保洁服务 新上架 主卧,http://sh.baletu.com/house/5692355.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=236,青浦,振新佳苑 ,1800,合租,24,-1,徐盈路菘泽大道,98,2019-08-19
236,5463250,蟠龙馨苑-青浦 近地铁 独卫 带阳台 保洁服务 新上架 电梯房 非一楼,http://sh.baletu.com/house/5463250.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=237,青浦,蟠龙馨苑 ,1950,合租,20,17,徐盈路,952,2019-08-19
237,5692323,振新佳苑-青浦 独卫 新上架 主卧,http://sh.baletu.com/house/5692323.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=238,青浦,振新佳苑 ,1800,合租,24,-1,徐盈路菘泽大道,98,2019-08-19
238,5462885,蟠龙馨苑-青浦 近地铁 独卫 新上架 电梯房 非一楼 主卧,http://sh.baletu.com/house/5462885.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=239,青浦,蟠龙馨苑 ,2100,合租,22,17,徐盈路,952,2019-08-19
239,5520363,蟠龙馨苑-青浦 近地铁 独卫 新上架 电梯房 非一楼,http://sh.baletu.com/house/5520363.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=240,青浦,蟠龙馨苑 ,1950,合租,20,17,徐盈路,952,2019-08-19
240,5735226,铂金华府-宝山 新上架,http://sh.baletu.com/house/5735226.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=241,宝山,铂金华府 ,900,合租,8,7,大华三路,960,2019-08-19
241,3208272,平凉路1695弄-杨浦 近地铁 新上架 非一楼,http://sh.baletu.com/house/3208272.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=242,杨浦,平凉路1695弄 ,2260,合租,9,12,宁国路,888,2019-08-19
242,1374811,共富二村-宝山 近地铁 新上架 非一楼 朝南,http://sh.baletu.com/house/1374811.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=243,宝山,共富二村 ,1750,合租,20,1,共富新村,933,2019-08-19
243,5462907,蟠龙馨苑-青浦 近地铁 独卫 带阳台 保洁服务 新上架 电梯房 非一楼,http://sh.baletu.com/house/5462907.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=244,青浦,蟠龙馨苑 ,1900,合租,22,17,徐盈路,952,2019-08-19
244,1197910,名都新城南区（宝城路155弄）-闵行 新上架 电梯房 非一楼,http://sh.baletu.com/house/1197910.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=245,闵行,名都新城南区（宝城路155弄） ,1700,合租,16,1,莘庄,945,2019-08-19
245,1074844,高行绿洲三期-浦东 新上架 电梯房 非一楼 主卧,http://sh.baletu.com/house/1074844.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=246,浦东,高行绿洲三期 ,1300,合租,15,6,航津路,855,2019-08-19
246,4949214,正荣国领-宝山 新上架 非一楼,http://sh.baletu.com/house/4949214.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=247,宝山,正荣国领 ,1200,合租,20,7,美兰湖,1872,2019-08-19
247,2542652,共江小区（通河九村）-宝山 近地铁 新上架 非一楼,http://sh.baletu.com/house/2542652.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=248,宝山,共江小区（通河九村） ,1750,合租,16,1,通河新村,657,2019-08-19
248,4667285,金属新村（广中路366弄）-虹口 近地铁 新上架 电梯房 非一楼,http://sh.baletu.com/house/4667285.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=249,虹口,金属新村（广中路366弄） ,2660,合租,16,3,虹口足球场,767,2019-08-19
249,2865686,翔瑞新苑东区（鹤槎路182弄）-嘉定 新上架 电梯房 非一楼,http://sh.baletu.com/house/2865686.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=250,嘉定,翔瑞新苑东区（鹤槎路182弄） ,1800,合租,28,-1,鹤槎路嘉年路,110,2019-08-19
250,5763835,绿地公元1860-宝山 保洁服务 新上架 智能电表,http://sh.baletu.com/house/5763835.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=251,宝山,绿地公元1860 ,1550,合租,18,1,共富新村,1418,2019-08-19
251,1041757,瑞和明庭西区-青浦 独卫 新上架 电梯房 独立厨房 精装修 非一楼,http://sh.baletu.com/house/1041757.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=252,青浦,瑞和明庭西区 3室1厅1卫,4500,整租,90,-1,凤雅路凤马塘路,174,2019-08-19
252,1161109,共富富都园-宝山 保洁服务 新上架 电梯房 智能电表 非一楼,http://sh.baletu.com/house/1161109.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=253,宝山,共富富都园 ,1540,合租,17,1,共富新村,1072,2019-08-19
253,766246,亭汇花苑-松江 近地铁 独卫 新上架 非一楼 朝南,http://sh.baletu.com/house/766246.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=254,松江,亭汇花苑 ,2300,合租,20,9,九亭,382,2019-08-19
254,4958921,徐泾北城馨浦苑西区（乐高路191弄）-青浦 带阳台 新上架 电梯房 非一楼 主卧,http://sh.baletu.com/house/4958921.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=255,青浦,徐泾北城馨浦苑西区（乐高路191弄） ,2100,合租,20,-1,,-1,2019-08-19
255,1002571,宝宸怡景园-宝山 近地铁 新上架 电梯房 非一楼 朝南,http://sh.baletu.com/house/1002571.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=256,宝山,宝宸怡景园 ,1880,合租,16,1,通河新村,609,2019-08-19
256,4946796,玉兰香苑二期A块-浦东 带阳台 新上架 电梯房,http://sh.baletu.com/house/4946796.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=257,浦东,玉兰香苑二期A块 ,2200,合租,20,2,广兰路,1698,2019-08-19
257,5806050,鑫鑫花园-宝山 保洁服务 新上架 电梯房 非一楼,http://sh.baletu.com/house/5806050.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=258,宝山,鑫鑫花园 ,1550,合租,18,1,呼兰路,1198,2019-08-19
258,4983913,野桥住宅二区-宝山 近地铁 新上架 非一楼 朝南,http://sh.baletu.com/house/4983913.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=259,宝山,野桥住宅二区 ,2400,合租,25,1,通河新村,856,2019-08-19
259,1242614,高行绿洲四期-浦东 新上架 电梯房 非一楼 朝南,http://sh.baletu.com/house/1242614.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=260,浦东,高行绿洲四期 ,1300,合租,16,6,航津路,1093,2019-08-19
260,520097,天馨花园-宝山 近地铁 保洁服务 新上架 智能电表 非一楼,http://sh.baletu.com/house/520097.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=261,宝山,天馨花园 ,1580,合租,17,1,宝安公路,784,2019-08-19
261,2456296,外冈景苑-嘉定 新上架 电梯房 智能电表 非一楼 主卧,http://sh.baletu.com/house/2456296.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=262,嘉定,外冈景苑 ,800,合租,18,-1,李家泾,432,2019-08-19
262,5692314,振新佳苑-青浦 独卫 保洁服务 新上架 主卧,http://sh.baletu.com/house/5692314.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=263,青浦,振新佳苑 ,2100,合租,24,-1,徐盈路菘泽大道,98,2019-08-19
263,142520,丽景翠庭-宝山 近地铁 独卫 新上架 电梯房 非一楼,http://sh.baletu.com/house/142520.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=264,宝山,丽景翠庭 2室2厅1卫,4500,整租,87,1,友谊西路,805,2019-08-19
264,5672978,新顾村大家园D区-宝山 独卫 带阳台 新上架,http://sh.baletu.com/house/5672978.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=265,宝山,新顾村大家园D区 ,1500,合租,15,-1,富联路顾北东路,341,2019-08-19
265,771204,凯利大楼-闵行 近地铁 新上架 电梯房 非一楼,http://sh.baletu.com/house/771204.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=266,闵行,凯利大楼 ,1700,合租,20,5,春申路,350,2019-08-19
266,596331,新凤城-杨浦 近地铁 新上架 电梯房 非一楼,http://sh.baletu.com/house/596331.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=267,杨浦,新凤城 ,3030,合租,28,8,黄兴路,500,2019-08-19
267,3402308,大华阳城花园-宝山 近地铁 带阳台 新上架 智能电表 非一楼,http://sh.baletu.com/house/3402308.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=268,宝山,大华阳城花园 ,1700,合租,16,7,行知路,595,2019-08-19
268,554165,方宝佳苑-嘉定 新上架 电梯房 非一楼 朝南,http://sh.baletu.com/house/554165.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=269,嘉定,方宝佳苑 ,1300,合租,15,11,上海赛车场,1590,2019-08-19
269,5646364,金水和璟园南区-奉贤 独卫 带阳台 新上架 电梯房 非一楼,http://sh.baletu.com/house/5646364.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=270,奉贤,金水和璟园南区 3室2厅1卫,2300,整租,100,-1,,-1,2019-08-19
270,3152754,南场一村-松江 独卫 新上架 独立厨房 非一楼 主卧,http://sh.baletu.com/house/3152754.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=271,松江,南场一村 ,1000,合租,13,-1,场西路莘砖公路,154,2019-08-19
271,1153895,招商海德名门（海笛路333弄）-宝山 近地铁 新上架 非一楼,http://sh.baletu.com/house/1153895.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=272,宝山,招商海德名门（海笛路333弄） ,1000,合租,8,1,富锦路,472,2019-08-19
272,4862687,龙洲苑-松江 新上架 电梯房 非一楼,http://sh.baletu.com/house/4862687.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=273,松江,龙洲苑 ,1100,合租,15,9,九亭,1119,2019-08-19
273,445512,共富二村-宝山 近地铁 新上架 非一楼,http://sh.baletu.com/house/445512.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=274,宝山,共富二村 ,1400,合租,19,1,共富新村,933,2019-08-19
274,5462906,蟠龙馨苑-青浦 近地铁 独卫 保洁服务 新上架 电梯房 非一楼 主卧,http://sh.baletu.com/house/5462906.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=275,青浦,蟠龙馨苑 ,2050,合租,22,17,徐盈路,952,2019-08-19
275,4949215,正荣国领-宝山 独卫 维修服务 新上架 灵活签 复式 别墅改造 非一楼,http://sh.baletu.com/house/4949215.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=276,宝山,正荣国领 ,1200,合租,25,7,美兰湖,1872,2019-08-19
276,2865900,翔瑞新苑东区（鹤槎路182弄）-嘉定 新上架 电梯房 非一楼 主卧,http://sh.baletu.com/house/2865900.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=277,嘉定,翔瑞新苑东区（鹤槎路182弄） ,1550,合租,20,-1,鹤槎路嘉年路,110,2019-08-19
277,3409846,绿地公元1860-宝山 独卫 保洁服务 新上架 智能电表 别墅改造 朝南,http://sh.baletu.com/house/3409846.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=278,宝山,绿地公元1860 ,1490,合租,15,1,共富新村,1418,2019-08-19
278,5806041,鑫鑫花园-宝山 带阳台 保洁服务 新上架 电梯房 智能电表 非一楼,http://sh.baletu.com/house/5806041.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=279,宝山,鑫鑫花园 ,1990,合租,18,1,呼兰路,1198,2019-08-19
279,5463288,蟠龙馨苑-青浦 近地铁 独卫 保洁服务 维修服务 新上架 电梯房 非一楼 主卧,http://sh.baletu.com/house/5463288.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=280,青浦,蟠龙馨苑 ,2300,合租,20,17,徐盈路,952,2019-08-19
280,3410266,绿地公元1860-宝山 保洁服务 新上架 智能电表,http://sh.baletu.com/house/3410266.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=281,宝山,绿地公元1860 ,1490,合租,14,1,共富新村,1418,2019-08-19
281,445974,鑫鑫花园-宝山 新上架 电梯房 非一楼,http://sh.baletu.com/house/445974.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=282,宝山,鑫鑫花园 ,1790,合租,18,1,呼兰路,1198,2019-08-19
282,5459053,蟠龙馨苑-青浦 近地铁 独卫 维修服务 新上架 电梯房 非一楼 主卧 朝南,http://sh.baletu.com/house/5459053.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=283,青浦,蟠龙馨苑 ,1950,合租,20,17,徐盈路,952,2019-08-19
283,5520387,蟠龙馨苑-青浦 近地铁 独卫 带阳台 保洁服务 新上架 电梯房 非一楼 朝南,http://sh.baletu.com/house/5520387.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=284,青浦,蟠龙馨苑 ,1950,合租,22,17,徐盈路,952,2019-08-19
284,5459058,蟠龙馨苑-青浦 近地铁 独卫 带阳台 维修服务 新上架 电梯房 非一楼 主卧 朝南,http://sh.baletu.com/house/5459058.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=285,青浦,蟠龙馨苑 ,1950,合租,20,17,徐盈路,952,2019-08-19
285,5520364,蟠龙馨苑-青浦 近地铁 独卫 新上架 电梯房 非一楼,http://sh.baletu.com/house/5520364.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=286,青浦,蟠龙馨苑 ,1700,合租,22,17,徐盈路,952,2019-08-19
286,5462919,蟠龙馨苑-青浦 近地铁 独卫 保洁服务 维修服务 新上架 电梯房 非一楼 主卧 朝南,http://sh.baletu.com/house/5462919.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=287,青浦,蟠龙馨苑 ,2100,合租,22,17,徐盈路,952,2019-08-19
287,5449366,蟠龙馨苑-青浦 近地铁 独卫 保洁服务 维修服务 新上架 电梯房 非一楼 朝南,http://sh.baletu.com/house/5449366.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=288,青浦,蟠龙馨苑 ,1950,合租,10,17,徐盈路,952,2019-08-19
288,3037536,美罗家园罗贤苑-宝山 独卫 带阳台 新上架 电梯房 非一楼,http://sh.baletu.com/house/3037536.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=289,宝山,美罗家园罗贤苑 4室1厅2卫,4500,整租,128,7,罗南新村,764,2019-08-19
289,1815174,乾皓苑-宝山 带阳台 新上架 电梯房 独立厨房 非一楼,http://sh.baletu.com/house/1815174.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=290,宝山,乾皓苑 3室1厅1卫,5500,整租,90,7,上大路,1721,2019-08-19
290,5806040,鑫鑫花园-宝山 保洁服务 维修服务 新上架 电梯房 智能电表 非一楼 主卧,http://sh.baletu.com/house/5806040.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=291,宝山,鑫鑫花园 ,1790,合租,18,1,呼兰路,1198,2019-08-19
291,883346,金沙湾绿地和苑一期-嘉定 近地铁 新上架 电梯房 非一楼 朝南,http://sh.baletu.com/house/883346.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=292,嘉定,金沙湾绿地和苑一期 ,1200,合租,14,11,马陆,884,2019-08-19
292,2947571,富隆苑-宝山 保洁服务 新上架 电梯房 智能电表 非一楼,http://sh.baletu.com/house/2947571.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=293,宝山,富隆苑 ,1950,合租,17,1,呼兰路,1321,2019-08-19
293,4666985,三湘花苑西苑-虹口 带阳台 新上架 非一楼 主卧,http://sh.baletu.com/house/4666985.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=294,虹口,三湘花苑西苑 ,3000,合租,20,1,延长路,1127,2019-08-19
294,4949212,正荣国领-宝山 带阳台 新上架 非一楼,http://sh.baletu.com/house/4949212.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=295,宝山,正荣国领 ,1800,合租,35,7,美兰湖,1872,2019-08-19
295,5808549,上海康城（莘松路958弄大浪湾道）-闵行 新上架 电梯房 非一楼,http://sh.baletu.com/house/5808549.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=296,闵行,上海康城（莘松路958弄大浪湾道） ,1700,合租,15,-1,康城(北大门),199,2019-08-19
296,819202,宝宸共和家园南区-宝山 近地铁 新上架 电梯房 智能电表 非一楼 朝南,http://sh.baletu.com/house/819202.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=297,宝山,宝宸共和家园南区 ,1900,合租,15,1,通河新村,442,2019-08-19
297,5233585,松汇小区（松汇中路47弄）-松江 独卫 带阳台 新上架 非一楼,http://sh.baletu.com/house/5233585.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=298,松江,松汇小区（松汇中路47弄） 2室1厅1卫,2800,整租,80,9,醉白池,768,2019-08-19
298,1351815,徐泾北城馨浦苑北区-青浦 新上架 电梯房 精装修 非一楼 主卧 朝南,http://sh.baletu.com/house/1351815.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=299,青浦,徐泾北城馨浦苑北区 ,1700,合租,20,-1,尚鸿路乐高路,109,2019-08-19
299,3082134,庆安苑（绥化路52弄）-宝山 近地铁 新上架 智能电表 非一楼 主卧 朝南,http://sh.baletu.com/house/3082134.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=300,宝山,庆安苑（绥化路52弄） ,1750,合租,20,3,江杨北路,503,2019-08-19
300,1206972,文翔名苑-松江 独卫 保洁服务 新上架 主卧,http://sh.baletu.com/house/1206972.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=301,松江,文翔名苑 ,1700,合租,25,-1,三新北路文宇路,296,2019-08-19
301,952480,海叶新苑-静安 新上架 非一楼 朝南,http://sh.baletu.com/house/952480.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=302,静安,海叶新苑 ,2290,合租,18,1,上海马戏城,1116,2019-08-19
302,5463073,蟠龙馨苑-青浦 近地铁 独卫 保洁服务 维修服务 新上架 电梯房 非一楼,http://sh.baletu.com/house/5463073.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=303,青浦,蟠龙馨苑 ,1800,合租,20,17,徐盈路,952,2019-08-19
303,5763818,绿地公元1860-宝山 保洁服务 维修服务 新上架 智能电表 别墅改造,http://sh.baletu.com/house/5763818.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=304,宝山,绿地公元1860 ,1150,合租,15,1,共富新村,1418,2019-08-19
304,2959169,兰沁苑-浦东 近地铁 新上架 非一楼,http://sh.baletu.com/house/2959169.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=305,浦东,兰沁苑 ,1300,合租,11,2,广兰路,708,2019-08-19
305,2906401,河畔家苑-青浦 新上架 非一楼,http://sh.baletu.com/house/2906401.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=306,青浦,河畔家苑 ,1800,合租,25,17,徐泾北城,625,2019-08-19
306,5816917,上海奥林匹克花园南区-松江 保洁服务 维修服务 新上架 朝南,http://sh.baletu.com/house/5816917.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=307,松江,上海奥林匹克花园南区 ,1900,合租,10,9,中春路,1048,2019-08-19
307,920865,天馨花园-宝山 近地铁 新上架 智能电表 非一楼,http://sh.baletu.com/house/920865.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=308,宝山,天馨花园 ,1650,合租,18,1,宝安公路,784,2019-08-19
308,5666040,莘梓苑-闵行 近地铁 保洁服务 新上架 智能电表 非一楼,http://sh.baletu.com/house/5666040.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=309,闵行,莘梓苑 ,2200,合租,18,1,莘庄,392,2019-08-19
309,5521730,城上城（精文城市家园）-静安 近地铁 带阳台 新上架 电梯房 非一楼 主卧,http://sh.baletu.com/house/5521730.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=310,静安,城上城（精文城市家园） ,3360,合租,18,10,龙溪路,615,2019-08-19
310,1374822,共富二村-宝山 近地铁 新上架 智能电表 非一楼,http://sh.baletu.com/house/1374822.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=311,宝山,共富二村 ,1850,合租,18,1,共富新村,933,2019-08-19
311,4215424,民乐四村-松江 近地铁 带阳台 新上架 智能电表,http://sh.baletu.com/house/4215424.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=312,松江,民乐四村 ,1050,合租,23,9,松江体育中心,669,2019-08-19
312,5670155,贺桥公寓-青浦 带阳台 新上架 电梯房 非一楼,http://sh.baletu.com/house/5670155.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=313,青浦,贺桥公寓 ,600,合租,20,-1,盈港路城中北路,188,2019-08-19
313,3388729,新顾村大家园C区-宝山 新上架 智能电表 非一楼,http://sh.baletu.com/house/3388729.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=314,宝山,新顾村大家园C区 ,750,合租,13,1,宝安公路,1994,2019-08-19
314,4889477,汇郡海棠苑（浦东）-浦东 独卫 带阳台 新上架 电梯房 智能电表 非一楼,http://sh.baletu.com/house/4889477.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=315,浦东,汇郡海棠苑（浦东） ,1700,合租,15,6,五洲大道,1018,2019-08-19
315,712026,共富一村西区-宝山 近地铁 保洁服务 新上架 智能电表 非一楼,http://sh.baletu.com/house/712026.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=316,宝山,共富一村西区 ,1450,合租,15,1,共富新村,566,2019-08-19
316,1526392,外冈佳苑西区-嘉定 新上架 电梯房 智能电表 非一楼 主卧,http://sh.baletu.com/house/1526392.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=317,嘉定,外冈佳苑西区 ,750,合租,18,-1,恒飞路中泉路,224,2019-08-19
317,4505640,天东小区-静安 近地铁 新上架 电梯房 非一楼,http://sh.baletu.com/house/4505640.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=318,静安,天东小区 ,2560,合租,14,3,宝山路,213,2019-08-19
318,1115494,枫叶公寓-虹口 近地铁 电梯房 非一楼 朝南,http://sh.baletu.com/house/1115494.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=319,虹口,枫叶公寓 ,2460,合租,16,3,大柏树,292,2019-08-18
319,3628469,二联家园三区（东区）-闵行 独卫 智能电表 非一楼,http://sh.baletu.com/house/3628469.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=320,闵行,二联家园三区（东区） ,2200,合租,17,2,徐泾东,1054,2019-08-17
320,5680604,赵非泾村-松江 独卫 新上架,http://sh.baletu.com/house/5680604.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=321,松江,赵非泾村 ,1000,合租,15,9,泗泾,1509,2019-08-19
321,1488112,外冈景苑-嘉定 新上架 电梯房 智能电表 非一楼 朝南,http://sh.baletu.com/house/1488112.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=322,嘉定,外冈景苑 ,850,合租,25,-1,李家泾,432,2019-08-19
322,5490999,金葫芦新村一区-青浦 带阳台 保洁服务 新上架,http://sh.baletu.com/house/5490999.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=323,青浦,金葫芦新村一区 ,1450,合租,16,-1,芦沈路金葫芦八组,227,2019-08-19
323,5716137,美罗家园年吉苑-宝山 近地铁 新上架 电梯房 非一楼,http://sh.baletu.com/house/5716137.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=324,宝山,美罗家园年吉苑 ,1200,合租,15,7,美兰湖,352,2019-08-19
324,1538695,桂园别墅南区-嘉定 新上架,http://sh.baletu.com/house/1538695.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=325,嘉定,桂园别墅南区 ,550,合租,11,-1,陆家巷路桂园别墅,202,2019-08-19
325,5655106,沿南小区-浦东 新上架,http://sh.baletu.com/house/5655106.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=326,浦东,沿南小区 ,1100,合租,12,11,秀沿路,1300,2019-08-19
326,2779318,崧泽华城逸泰雅苑2期-青浦 新上架 电梯房,http://sh.baletu.com/house/2779318.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=327,青浦,崧泽华城逸泰雅苑2期 1室1厅1卫,3000,整租,45,-1,崧润路秀泽路,298,2019-08-19
327,4152940,金葫芦新村十六区-青浦 独卫 新上架 智能电表 非一楼,http://sh.baletu.com/house/4152940.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=328,青浦,金葫芦新村十六区 ,1200,合租,15,-1,镇中东路垂姚支路,504,2019-08-19
