id,jid,jobname,salary,workExp,eduLevel,cname,ctype,csize,jobtype,cityname
1923,CC569429929J00110685110,应用工程师（协议测试）,15K-25K,3-5年,本科,罗德与施瓦茨(中国)科技有限公司,外商独资,100-499人,客服/售前/售后技术支持,北京
1924,CC147075720J00219925605,高级算法工程师/研究员,20K-30K,不限,硕士,佳能医疗系统(中国)有限公司,外商独资,500-999人,软件/互联网开发/系统集成,北京
1925,CC135424103J90253847000,大数据工程师(001233),15K-25K,3-5年,本科,北京辰安科技股份有限公司,上市公司,1000-9999人,软件/互联网开发/系统集成,北京
1926,CC365281238J90250003000,运维工程师,10K-18K,3-5年,本科,大象慧云信息技术有限公司,股份制企业,20-99人,IT运维/技术支持,北京
1927,CC000023643J00119297514,前端开发工程师,薪资面议,不限,本科,中国国际金融股份有限公司,合资,1000-9999人,软件/互联网开发/系统集成,北京
1928,CC000404489J00133780011,大数据开发工程师,20K-40K,5-10年,本科,北京首都在线科技股份有限公司,股份制企业,100-499人,软件/互联网开发/系统集成,北京
1929,CC120160395J00129969815,配置管理/运维工程师,10K-15K,3-5年,本科,中科软科技股份有限公司,股份制企业,1000-9999人,IT质量管理/测试/配置管理,北京
1930,CC379537880J00136215905,材料科学与工程副研究员,20K-33.3K,不限,博士,东莞材料基因高等理工研究院,民营,20-99人,公务员/事业单位/科研机构,北京
1931,CC120070003J00151325414,运维开发工程师（北京 校招）,8K-12K,不限,本科,野村综研（北京）系统集成有限公司,外商独资,100-499人,IT运维/技术支持,北京
1932,CC246316437J00162229810,SLAM技术合伙人,20K-40K,5-10年,本科,北京小乔机器人科技发展有限公司,民营,20-99人,IT管理/项目协调,北京
1933,CC120160395J00101655415,数据分析师数据挖掘,10K-20K,3-5年,硕士,中科软科技股份有限公司,股份制企业,1000-9999人,咨询/顾问/调研/数据分析,北京
1934,CC519847628J00144490713,在线包装系统运维工程师 ,8K-10K,不限,本科,中视科华有限公司北京技术服务分公司,国企,1000-9999人,IT运维/技术支持,北京
1935,CC467717611J00146413412,机器学习平台研发,薪资面议,3-5年,本科,北京奇虎科技有限公司,上市公司,1000-9999人,IT运维/技术支持,北京
1936,CC120350020J00164770809,PaaS产品经理,15K-20K,3-5年,本科,北京炎黄盈动科技发展有限责任公司,合资,100-499人,市场,北京
1937,CC193399815J00122084112,算法工程师（高级）,薪资面议,5-10年,本科,东华软件股份公司,上市公司,1000-9999人,软件/互联网开发/系统集成,北京
1938,CZ836577780J00150347210,中级算法工程师,15K-20K,1-3年,本科,光子算数(北京)科技有限责任公司,股份制企业,20人以下,软件/互联网开发/系统集成,北京
1939,CC000608038J00180901310,安全咨询工程师,15K-20K,3-5年,本科,北京中油瑞飞信息技术有限责任公司,国企,1000-9999人,IT运维/技术支持,北京
1940,CC000152862J00155320614,CMDB工程师,15K-20K,3-5年,本科,北京富通东方科技有限公司,上市公司,500-999人,软件/互联网开发/系统集成,北京
1941,CC120101090J00119562815,驻场运维工程师,10K-15K,1-3年,本科,北京神州新桥科技有限公司,民营,500-999人,IT运维/技术支持,北京
1942,CC519817829J00142941715,生物信息研发主管,10K-20K,3-5年,本科,北京智因东方转化医学研究中心有限公司,民营,100-499人,生物/制药/医疗器械,北京
1943,CC379537883J90250061000,数值模拟研究员/数值模拟助理研究员,12.5K-25K,1-3年,硕士,东莞材料基因高等理工研究院,民营,20-99人,公务员/事业单位/科研机构,北京
1944,CC379537880J00136195205,材料科学与工程研究员,30K-60K,不限,博士,东莞材料基因高等理工研究院,民营,20-99人,公务员/事业单位/科研机构,北京
1945,CC136395818J00153457113,高级java开发工程师,20K-25K,5-10年,本科,北京国舜科技有限公司,民营,100-499人,软件/互联网开发/系统集成,北京
1946,CC277714280J00077373315,数据挖掘工程师,8K-10K,不限,本科,北京吉因加科技有限公司,民营,100-499人,软件/互联网开发/系统集成,北京
1947,CC460840933J00142768215,技术研发部部长/副部长（中瑞岱宇）,30K-50K,5-10年,硕士,中瑞福宁,民营,20-99人,机械设计/制造/维修,北京
1948,CC152131121J00097063514,生物信息分析师（健康科学研究院）,10K-15K,1年以下,硕士,博奥生物集团有限公司,国企,1000-9999人,生物/制药/医疗器械,北京
1949,CC153470115J00168869710,海量数据2020届校园招聘——技术服务工程师,8K-12K,无经验,本科,北京海量数据技术股份有限公司,股份制企业,100-499人,IT运维/技术支持,北京
1950,CC467717611J00155099912,计算机视觉算法工程师,薪资面议,1-3年,本科,北京奇虎科技有限公司,上市公司,1000-9999人,IT运维/技术支持,北京
1951,CC147075720J00114891305,图像处理算法专家,25K-40K,不限,硕士,佳能医疗系统(中国)有限公司,外商独资,500-999人,软件/互联网开发/系统集成,北京
1952,CC379537883J00207404905,材料力学助理研究员,12.5K-25K,不限,硕士,东莞材料基因高等理工研究院,民营,20-99人,公务员/事业单位/科研机构,北京
1953,CC000395625J00156487614,大数据开发工程师（华展汇元）,10K-18K,3-5年,本科,北京首创股份有限公司,上市公司,1000-9999人,软件/互联网开发/系统集成,北京
1954,CC443446127J00156526313,软件实施工程师（协同研发平台）,12K-21K,不限,硕士,北京经纬恒润科技有限公司海淀分公司,民营,1000-9999人,软件/互联网开发/系统集成,北京
1955,CC255857685J00139320114,课程研发,8K-15K,不限,本科,棕榈大道教育科技（北京）有限公司,民营,100-499人,教育/培训,北京
1956,CC359586012J00146758009,XW少儿编程讲师/上市集团/双休/六险一金,8K-12K,不限,大专,北京达内金桥科技有限公司1,上市公司,1000-9999人,教育/培训,北京
1957,CC379537880J00136335305,材料科学与工程助理研究员,12.5K-25K,不限,硕士,东莞材料基因高等理工研究院,民营,20-99人,公务员/事业单位/科研机构,北京
1958,CC000327562J00165182212,Linux C开发工程师（云安全-分布式防火墙）(J10091),10K-18K,3-5年,本科,北京天融信科技有限公司,民营,1000-9999人,软件/互联网开发/系统集成,北京
1959,CC000327562J00165217412,SDN开发工程师（云安全）(J10915),15K-20K,3-5年,本科,北京天融信科技有限公司,民营,1000-9999人,软件/互联网开发/系统集成,北京
1960,CC000645187J90252005000,初级数据工程师（Java方向）,6K-8K,1-3年,本科,普天信息技术有限公司,国企,500-999人,软件/互联网开发/系统集成,北京
1961,CC193399815J00165224612,保险行业数据分析岗,薪资面议,1-3年,本科,东华软件股份公司,上市公司,1000-9999人,银行,北京
1962,CC152131121J00144537814,生物信息分析师（硕以上，落户机会）,10K-12K,不限,硕士,博奥生物集团有限公司,国企,1000-9999人,咨询/顾问/调研/数据分析,北京
1963,CC147075720J00172682505,图像算法工程师,15K-20K,不限,硕士,佳能医疗系统(中国)有限公司,外商独资,500-999人,软件/互联网开发/系统集成,北京
1964,CC487579438J00125639912,机器学习工程师（中高级）,15K-30K,5-10年,本科,北京构力科技有限公司,国企,100-499人,软件/互联网开发/系统集成,北京
1965,CC156263724J00119017715,IT互联网中心实习生,2K-4K,无经验,本科,我爱我家集团,上市公司,10000人以上,实习生/培训生/储备干部,北京
1966,CC410757983J00089279110,生物信息分析工程师,10K-20K,1-3年,硕士,北京基石生命科技有限公司,民营,100-499人,生物/制药/医疗器械,北京
1967,CC193399815J00148966512,Hadoop外包工程师,薪资面议,不限,本科,东华软件股份公司,上市公司,1000-9999人,软件/互联网开发/系统集成,北京
1968,CC120621827J00144174915,运维工程师,6K-12K,3-5年,本科,北京新时空科技股份有限公司,民营,100-499人,IT运维/技术支持,北京
1969,CC464105213J90251127000,Linux C/C++ 研发工程师,12K-20K,3-5年,大专,北京永信至诚科技股份有限公司,民营,100-499人,软件/互联网开发/系统集成,北京
1970,CC140513769J90250328000,高级研发经理,20K-40K,5-10年,本科,北京创智信科科技股份有限公司,股份制企业,20-99人,软件/互联网开发/系统集成,北京
1971,CC120576927J00170266312,云计算讲师,10K-15K,3-5年,本科,北大青鸟阜成门校区,民营,100-499人,IT运维/技术支持,北京
1972,CC378616383J00173029012,售后服务工程师,10K-15K,不限,本科,北京中科寒武纪科技有限公司,民营,100-499人,客服/售前/售后技术支持,北京
1973,CC000327562J00159405412,研究员（人工智能）J10409,20K-30K,5-10年,硕士,北京天融信科技有限公司,民营,1000-9999人,公务员/事业单位/科研机构,北京
1974,CZ503160130J00160457415,PHP开发工程师,7K-12K,3-5年,本科,幂聚科技(北京)有限公司,民营,20-99人,软件/互联网开发/系统集成,北京
1975,CC140080780J00113391209,算法工程师,20K-30K,1-3年,本科,北京舜天龙兴信息技术有限公司,民营,100-499人,软件/互联网开发/系统集成,北京
1976,CC140292566J00135341512,数据挖掘工程师（销售预测）,20K-30K,1-3年,本科,蓝色光标-欧泰谱,民营,100-499人,咨询/顾问/调研/数据分析,北京
1977,CC120407457J00167921112,运维开发工程师,8K-12K,3-5年,大专,北京联龙博通电子商务技术有限公司,民营,1000-9999人,IT运维/技术支持,北京
1978,CC151122611J00162024212,数据分析,8K-10K,3-5年,本科,北京环球天辰信息咨询有限公司,民营,100-499人,互联网产品/运营管理,北京
1979,CC366234122J00325212405,AI算法工程师,薪资面议,3-5年,硕士,创维集团有限公司,民营,1000-9999人,软件/互联网开发/系统集成,北京
1980,CC208628781J00161965210,高级Golang开发,25K-35K,3-5年,本科,北京轻松筹网络科技有限公司,民营,1000-9999人,软件/互联网开发/系统集成,北京
1981,CC553926926J00169894514,音视频开发工程师,15K-30K,不限,本科,北京九章云极科技有限公司,民营,100-499人,软件/互联网开发/系统集成,北京
1982,CC139131348J00181116113,大数据运维实习生,3K-4K,1年以下,本科,亚信科技(中国)有限公司,民营,10000人以上,IT运维/技术支持,北京
1983,CC153255425J00125060410,高级数据挖掘工程师,20K-40K,3-5年,硕士,北京品友互动信息技术股份公司,民营,100-499人,软件/互联网开发/系统集成,北京
1984,CC359586012J00157985209,少儿编程讲师（上市公司+六险一金）,8K-10K,1-3年,本科,北京达内金桥科技有限公司1,上市公司,1000-9999人,教育/培训,北京
1985,CC187965628J00063908210,自动化运维项目经理,20K-30K,3-5年,大专,北京八维研修学院,民营,1000-9999人,软件/互联网开发/系统集成,北京
1986,CC538930521J00135001512,Golang高级开发工程师,30K-50K,5-10年,本科,北京畅聊天下科技股份有限公司,民营,100-499人,软件/互联网开发/系统集成,北京
1987,CC178999717J00155629814,java开发工程师(J10404),20K-40K,不限,本科,互动峰科技(北京)有限公司,外商独资,500-999人,软件/互联网开发/系统集成,北京
1988,CC135947833J00254421008,数据分析工程师,10K-15K,1-3年,硕士,欣旺达电子股份有限公司,上市公司,10000人以上,其他,北京
1989,CC193399815J00138019812,系统管理员（北京）,薪资面议,不限,大专,东华软件股份公司,上市公司,1000-9999人,IT运维/技术支持,北京
1990,CC193399815J00164842212,保险行业数据分析岗,薪资面议,1-3年,本科,东华软件股份公司,上市公司,1000-9999人,互联网产品/运营管理,北京
1991,CC120095625J90252853000,C/C++核心算法工程师-NTD,15K-30K,1-3年,本科,北京四维图新科技股份有限公司,上市公司,1000-9999人,软件/互联网开发/系统集成,北京
1992,CC839864870J00176923313,java工程师,20K-30K,5-10年,本科,北京天盛京享科技有限公司,民营,20-99人,软件/互联网开发/系统集成,北京
1993,CC467717611J00109111112,机器学习/深度学习专家,薪资面议,5-10年,本科,北京奇虎科技有限公司,上市公司,1000-9999人,软件/互联网开发/系统集成,北京
1994,CC338386231J00155838609,数据工程师,10K-15K,3-5年,本科,中国华电科工集团有限公司,国企,1000-9999人,软件/互联网开发/系统集成,北京
1995,CC328609083J00139605912,测试开发工程师,15K-25K,3-5年,本科,易显智能科技有限责任公司,股份制企业,100-499人,质量管理/安全防护,北京
1996,CC147075720J00219940705,图像算法工程师,15K-20K,不限,硕士,佳能医疗系统(中国)有限公司,外商独资,500-999人,软件/互联网开发/系统集成,北京
1997,CC155395716J00160647014,反欺诈岗,10K-15K,3-5年,本科,四达时代集团,股份制企业,1000-9999人,银行,北京
1998,CC697581823J00066089113,系统运维工程师,6K-12K,不限,本科,环球合一网络技术(北京)股份有限公司,合资,100-499人,IT运维/技术支持,北京
1999,CC208628781J00157087410,测试工程师 (MJ000366),10K-20K,1-3年,本科,北京轻松筹网络科技有限公司,民营,1000-9999人,IT质量管理/测试/配置管理,北京
2000,CC139528986J00161008310,NLP技术专家,50K-100K,5-10年,硕士,北京天润融通科技股份有限公司,民营,100-499人,软件/互联网开发/系统集成,北京
2001,CC140200303J00335879207,AWS/Azure  云开发/运维工程师（日语或英语）,20K-30K,不限,大专,亿达信息技术有限公司大连总公司,民营,1000-9999人,软件/互联网开发/系统集成,北京
2002,CC350560312J00137463012,机器学习策略开发,8K-15K,1-3年,本科,北京柏思睿特科技发展有限公司,民营,20-99人,软件/互联网开发/系统集成,北京
2003,CC277714280J90250539000,生物信息研发工程师（产品方向）,8K-15K,不限,本科,北京吉因加科技有限公司,民营,100-499人,生物/制药/医疗器械,北京
2004,CC120479221J00130141214,深度学习工程师（应届博士）,30K-50K,无经验,博士,凌云光子技术集团,民营,1000-9999人,软件/互联网开发/系统集成,北京
2005,CC136280221J00377550507,生信工程师,8K-12K,不限,硕士,北京海思特医学检验实验室有限公司博士后招聘,民营,100-499人,生物/制药/医疗器械,北京
2006,CC140292566J00117662612,高级数据分析/建模经理,30K-50K,5-10年,本科,北京蓝色光标数据科技股份有限公司,上市公司,1000-9999人,咨询/顾问/调研/数据分析,北京
2007,CC201122017J90250656000,运维总监(J10951),30K-50K,5-10年,本科,北京北大方正电子有限公司,国企,1000-9999人,IT运维/技术支持,北京
2008,CC345436682J00164274214,生物信息研发工程师,8K-15K,1-3年,硕士,美因健康科技(北京)有限公司,民营,500-999人,生物/制药/医疗器械,北京
2009,CC120101090J00143011815,数据库工程师,10K-16K,3-5年,本科,北京神州新桥科技有限公司,民营,500-999人,软件/互联网开发/系统集成,北京
2010,CC000404489J00078069811,SDN软件开发工程师,15K-30K,3-5年,本科,北京首都在线科技股份有限公司,股份制企业,100-499人,软件/互联网开发/系统集成,北京
2011,CC120160390J00054079015,人工智能视音频处理工程师,8K-15K,1-3年,本科,中科软科技股份有限公司,股份制企业,1000-9999人,软件/互联网开发/系统集成,北京
2012,CC699753127J00175870210,JAVA中级工程师,10K-20K,3-5年,大专,北京果乐乐科技有限公司,外商独资,100-499人,软件/互联网开发/系统集成,北京
2013,CC120493136J00113735112,【关联公司】测试工程师(001281),10K-15K,1-3年,本科,空中网,上市公司,1000-9999人,IT质量管理/测试/配置管理,北京
2014,CC819976030J00200612111,高级数据分析师,15K-20K,3-5年,本科,北京好车帅帅科技有限公司,民营,1000-9999人,咨询/顾问/调研/数据分析,北京
2015,CC836679100J00169075713,C++视觉算法工程师,8K-15K,1-3年,硕士,北京好运达智创科技有限公司,民营,20-99人,软件/互联网开发/系统集成,北京
2016,CC193399815J00138004112,DBA（北京）,薪资面议,3-5年,本科,东华软件股份公司,上市公司,1000-9999人,软件/互联网开发/系统集成,北京
2017,CC208628781J90250718000,测试工程师,10K-20K,1-3年,本科,北京轻松筹网络科技有限公司,民营,1000-9999人,IT质量管理/测试/配置管理,北京
2018,CC467717611J00146413512,深度学习算法工程师（计算机视觉方向）,薪资面议,3-5年,本科,北京奇虎科技有限公司,上市公司,1000-9999人,IT运维/技术支持,北京
2019,CC232405817J00094988009,数据分析挖掘工程师（CS1zyl）,8K-16K,1-3年,本科,北京东方国信科技股份有限公司,上市公司,1000-9999人,咨询/顾问/调研/数据分析,北京
2020,CC120564559J00326570308,中级java工程师,10K-17K,3-5年,大专,深圳市长亮科技股份有限公司,上市公司,1000-9999人,软件/互联网开发/系统集成,北京
2021,CC493150925J00171915810,运维工程师,10K-15K,1-3年,本科,北京汉克时代科技有限公司,民营,1000-9999人,IT运维/技术支持,北京
2022,CC120160395J00129591915,自然语言处理工程师,15K-25K,不限,本科,中科软科技股份有限公司,股份制企业,1000-9999人,软件/互联网开发/系统集成,北京
2023,CC819976030J00200824611,算法工程师（策略分析）,20K-40K,3-5年,本科,北京好车帅帅科技有限公司,民营,1000-9999人,软件/互联网开发/系统集成,北京
2024,CC593935930J00168482009,voip工程师,15K-20K,5-10年,本科,中金智汇科技有限责任公司,民营,100-499人,电信/通信技术开发及应用,北京
2025,CC846338930J00180432610,大数据开发工程师,10K-15K,3-5年,本科,北京码农星球软件有限公司,民营,20-99人,软件/互联网开发/系统集成,北京
2026,CC819976030J00198499811,golang高级开发工程师,20K-40K,3-5年,本科,北京好车帅帅科技有限公司,民营,1000-9999人,软件/互联网开发/系统集成,北京
2027,CC155395716J00163633514,测试工程师-北京-00004,10K-17K,3-5年,本科,四达时代集团,股份制企业,1000-9999人,电子/电器/半导体/仪器仪表,北京
2028,CC442412017J00175877513,软件测试工程师,6K-10K,1-3年,本科,北京中科软科技有限公司,国企,1000-9999人,IT质量管理/测试/配置管理,北京
2029,CC155395716J00163653214,大数据开发工程师-北京-00005,8K-10K,不限,硕士,四达时代集团,股份制企业,1000-9999人,实习生/培训生/储备干部,北京
2030,CC664922880J00206864711,算法工程师（传感器融合）,20K-40K,5-10年,硕士,国汽(北京)智能网联汽车研究院有限公司,其它,100-499人,软件/互联网开发/系统集成,北京
2031,CC346396330J00176233409,反作弊工程师(J10165),35K-55K,5-10年,本科,北京斗米优聘科技发展有限公司,民营,1000-9999人,软件/互联网开发/系统集成,北京
2032,CC493150925J00180825610,Web开发工程师,15K-20K,5-10年,大专,北京汉克时代科技有限公司,民营,1000-9999人,软件/互联网开发/系统集成,北京
2033,CC472499030J00181574810,模型工程师,薪资面议,5-10年,本科,网联清算有限公司,其它,100-499人,软件/互联网开发/系统集成,北京
2034,CC156263724J00167701615,测试工程师,12K-18K,3-5年,本科,我爱我家集团,上市公司,10000人以上,IT质量管理/测试/配置管理,北京
2035,CC330615418J00327363508,影业-测试开发工程师,20K-25K,3-5年,本科,爱奇艺（www.iqiyi.com）,民营,1000-9999人,IT质量管理/测试/配置管理,北京
2036,CC120887036J00191105413,开发转测试,10K-17K,5-10年,本科,用友网络科技股份有限公司,上市公司,10000人以上,软件/互联网开发/系统集成,北京
2037,CC183636613J00314695606,中级软件测试工程师(J10401),10K-15K,5-10年,本科,福建博思软件股份有限公司,上市公司,1000-9999人,IT质量管理/测试/配置管理,北京
2038,CC564378124J00191334413,算法工程师,30K-50K,3-5年,硕士,滴滴,外商独资,1000-9999人,软件/互联网开发/系统集成,北京
2039,CC664922880J00206859511,算法工程师（激光点云）,20K-40K,5-10年,硕士,国汽(北京)智能网联汽车研究院有限公司,其它,100-499人,软件/互联网开发/系统集成,北京
2040,CC359586012J00176337609,人工智能编程讲师-2020届应届生,10K-15K,无经验,本科,北京达内金桥科技有限公司1,上市公司,1000-9999人,教育/培训,北京
2041,CC624540020J00208058911,大数据售前工程师,15K-20K,3-5年,本科,佳电(上海)管理有限公司北京分公司,上市公司,1000-9999人,IT运维/技术支持,北京
2042,CC467717611J00173127312,windows 安全开发工程师,薪资面议,3-5年,大专,北京奇虎科技有限公司,上市公司,1000-9999人,软件/互联网开发/系统集成,北京
2043,CC139131348J00191196313,java开发工程师,15K-20K,1-3年,本科,亚信科技(中国)有限公司,民营,10000人以上,软件/互联网开发/系统集成,北京
2044,CC120137343J00172205214,运维工程师 RR,15K-20K,3-5年,本科,同方鼎欣科技股份有限公司,股份制企业,1000-9999人,IT运维/技术支持,北京
2045,CC323676912J00165818215,C++研发工程师,10K-15K,1-3年,本科,北京安信天行科技有限公司,国企,100-499人,软件/互联网开发/系统集成,北京
2046,CC264221714J00168377615,测试工程师,10K-15K,3-5年,本科,北京容联易通信息技术有限公司,民营,1000-9999人,IT质量管理/测试/配置管理,北京
2047,CC120101090J00169062515,驻场运维工程师,10K-14K,1-3年,本科,北京神州新桥科技有限公司,民营,500-999人,IT运维/技术支持,北京
2048,CC467717611J00173218612,安全开发工程师,薪资面议,1-3年,本科,北京奇虎科技有限公司,上市公司,1000-9999人,软件/互联网开发/系统集成,北京
2049,CC488171928J00317230001,网络安全技术岗(J10244),薪资面议,3-5年,本科,上海金融期货信息技术有限公司,国企,100-499人,IT运维/技术支持,北京
2050,CC564378124J00191333513,数据分析师/数据科学家,30K-50K,3-5年,本科,滴滴,外商独资,1000-9999人,咨询/顾问/调研/数据分析,北京
2051,CC564378124J00191328713,品类分析专家(J190814011),15K-20K,5-10年,本科,滴滴,外商独资,1000-9999人,其他,北京
2052,CC877601800J00191630413,知识图谱,10K-15K,5-10年,本科,央视频融媒体发展有限公司,国企,100-499人,软件/互联网开发/系统集成,北京
2053,CC120564559J00326558008,测试工程师,9K-13K,3-5年,大专,深圳市长亮科技股份有限公司,上市公司,1000-9999人,IT质量管理/测试/配置管理,北京
2054,CC359586012J00166893909,少儿编程老师（太阳宫-朝阳大悦城）,8K-12K,1-3年,大专,北京达内金桥科技有限公司1,上市公司,1000-9999人,教育/培训,北京
2055,CC000362500J00190612313,算法实习生,3K-4K,不限,学历不限,北京北大软件工程股份有限公司,国企,500-999人,软件/互联网开发/系统集成,北京
2056,CC403315318J00208254611,测试开发工程师（2020年应届生）,薪资面议,无经验,本科,联通支付有限公司,国企,100-499人,IT质量管理/测试/配置管理,北京
2057,CC468277483J00208479411,java后端工程师,15K-25K,不限,本科,便利蜂商贸有限公司,民营,1000-9999人,软件/互联网开发/系统集成,北京
2058,CC330615418J00328113808,高级unity开发工程师,20K-30K,3-5年,本科,爱奇艺（www.iqiyi.com）,民营,1000-9999人,软件/互联网开发/系统集成,北京
2059,CC120137343J00173149014,测试工程师,10K-15K,5-10年,大专,同方鼎欣科技股份有限公司,股份制企业,1000-9999人,IT质量管理/测试/配置管理,北京
2060,CC139131348J00191989813,软件测试工程师,6K-12K,1-3年,本科,亚信科技(中国)有限公司,民营,10000人以上,IT质量管理/测试/配置管理,北京
2061,CC199013411J00173197814,高级系统工程师,20K-30K,5-10年,本科,汽车之家,民营,1000-9999人,IT运维/技术支持,北京
2062,CC184536623J90250362000,Java中高级开发工程师,8K-15K,3-5年,本科,北京华源格林科技有限公司,民营,20-99人,软件/互联网开发/系统集成,北京
2063,CC442412017J00177948413,软件测试工程师,8K-10K,1年以下,本科,北京中科软科技有限公司,国企,1000-9999人,IT质量管理/测试/配置管理,北京
2064,CC811296400J00160071913,数据挖掘/模型,15K-25K,3-5年,大专,北京复创时代科技有限公司,民营,100-499人,软件/互联网开发/系统集成,北京
2065,CC381020220J00189790107,技术服务工程师（中科实数）,4K-8K,1-3年,本科,广州中国科学院软件应用技术研究所,事业单位,100-499人,软件/互联网开发/系统集成,北京
2066,CC183188027J00172095814,大数据开发工程师,15K-25K,1-3年,本科,北京泛鹏天地科技股份有限公司,民营,500-999人,软件/互联网开发/系统集成,北京
2067,CC313922381J00105833712,NLP算法工程师,15K-25K,1-3年,硕士,中文未来教育科技(北京)有限公司,其它,100-499人,软件/互联网开发/系统集成,北京
2068,CC237822714J00322101308,Java资深工程师+双休+五险一金,20K-27K,5-10年,本科,河北源达信息技术股份有限公司,股份制企业,500-999人,软件/互联网开发/系统集成,北京
2069,CC277714280J00077458615,生物信息工程师,6K-10K,不限,本科,北京吉因加科技有限公司,民营,100-499人,生物/制药/医疗器械,北京
2070,CC120371814J00205014111,C语言/C++ 工程师,7.5K-10K,1-3年,本科,源讯信息技术(中国)有限公司,外商独资,500-999人,软件/互联网开发/系统集成,北京
2071,CC269165183J90250096000,测试软件开发工程师,10K-15K,1-3年,本科,北京易泊时代科技有限公司,民营,100-499人,软件/互联网开发/系统集成,北京
2072,CC147164943J90250949000,Web测试工程师,6K-10K,1-3年,本科,北京简单科技有限公司,民营,100-499人,IT质量管理/测试/配置管理,北京
2073,CC206646211J00165989314,医学影像算法工程师,12.5K-25K,不限,硕士,北京友通上昊科技有限公司,民营,20-99人,软件/互联网开发/系统集成,北京
2074,CC447211938J00311456802,测试工程师,8K-10K,3-5年,本科,重庆软维科技有限公司,民营,100-499人,IT质量管理/测试/配置管理,北京
2075,CC230318426J00178970610,测试开发专家,20K-30K,3-5年,本科,深圳市赢时胜信息技术股份有限公司北京分公司,上市公司,1000-9999人,软件/互联网开发/系统集成,北京
2076,CC626510622J00082348814,工控安全攻防研究,10K-20K,1-3年,本科,北京轩宇信息技术有限公司,国企,100-499人,IT运维/技术支持,北京
2077,CC120343909J90251666000,C/C++研发工程师（办公软件）,8K-16K,1-3年,本科,中标软件有限公司,国企,100-499人,软件/互联网开发/系统集成,北京
2078,CC147164943J00064281611,Web/APP测试工程师,10K-18K,3-5年,本科,北京简单科技有限公司,民营,100-499人,IT质量管理/测试/配置管理,北京
2079,CC187952314J90252051000,hadoop运维工程师,10K-12K,1-3年,大专,北京斯普信信息技术有限公司,民营,100-499人,软件/互联网开发/系统集成,北京
2080,CC296123187J00095978110,大数据算法工程师,12K-24K,3-5年,本科,特瓦特能源科技有限公司,民营,100-499人,软件/互联网开发/系统集成,北京
2081,CC579997880J00159767909,服务端工程师,20K-25K,3-5年,本科,北京爱数智慧科技有限公司,民营,100-499人,软件/互联网开发/系统集成,北京
2082,CC447211938J00304416402,解决方案,6K-8K,3-5年,大专,重庆软维科技有限公司,民营,100-499人,软件/互联网开发/系统集成,北京
2083,CC575118831J00026630411,Java+AI实习生,6K-8K,不限,大专,北京旭豪科技有限公司,股份制企业,100-499人,软件/互联网开发/系统集成,北京
2084,CC575118831J90251380000,java初级开发实习生（人工智能方向）,6K-8K,不限,大专,北京旭豪科技有限公司,股份制企业,100-499人,软件/互联网开发/系统集成,北京
2085,CC120090570J00154342413,算法工程师（大数据产品部）,20K-30K,3-5年,本科,北京用友政务软件股份有限公司,民营,1000-9999人,软件/互联网开发/系统集成,北京
2086,CC626510622J00164813414,Java开发工程师（Web前端）,10K-15K,1-3年,本科,北京轩宇信息技术有限公司,国企,100-499人,软件/互联网开发/系统集成,北京
2087,CC361398527J00122850609,高级测试工程师,8K-12K,3-5年,本科,北京思迪康泰科技有限公司,合资,100-499人,IT质量管理/测试/配置管理,北京
2088,CC147278824J00140914110,高级测试工程师,13K-18K,3-5年,本科,北京国双科技有限公司,上市公司,1000-9999人,IT质量管理/测试/配置管理,北京
2089,CZ897665920J00133367215,golang研发工程师,8K-15K,3-5年,本科,北京大熊座科技有限公司,民营,20人以下,软件/互联网开发/系统集成,北京
2090,CC412959080J00146228112,ceph开发,8K-16K,不限,本科,华录光存储研究院(大连)有限公司,股份制企业,20-99人,软件/互联网开发/系统集成,北京
2091,CC579997880J00159793309,高级前端开发工程师,20K-25K,5-10年,本科,北京爱数智慧科技有限公司,民营,100-499人,软件/互联网开发/系统集成,北京
2092,CC538930521J00164100012,Golang服务器开发工程师,15K-30K,1-3年,本科,北京畅聊天下科技股份有限公司,民营,100-499人,软件/互联网开发/系统集成,北京
2093,CC816784160J00113748310,自动化测试工程师,10K-15K,3-5年,本科,北京梧桐车联科技有限责任公司,民营,100-499人,IT质量管理/测试/配置管理,北京
2094,CC277714280J90250536000,生物信息研发工程师,8K-15K,1-3年,硕士,北京吉因加科技有限公司,民营,100-499人,生物/制药/医疗器械,北京
2095,CC183180021J90250269000,openstack开发工程师,15K-30K,不限,本科,北京天华星航科技有限公司,民营,100-499人,软件/互联网开发/系统集成,北京
2096,CC446375524J00171801010,软件开发经理,15K-25K,5-10年,大专,北京卓根酒店管理有限公司,民营,1000-9999人,软件/互联网开发/系统集成,北京
2097,CC826061360J00150176413,机器学习算法工程师,20K-30K,3-5年,本科,北京睿帆知数科技有限公司,民营,20-99人,软件/互联网开发/系统集成,北京
2098,CC466592513J00206153811,测试高级工程师（测试开发）,15K-30K,3-5年,本科,人人贷商务顾问(北京)有限公司,民营,10000人以上,IT质量管理/测试/配置管理,北京
2099,CC446472813J00174512609,运维工程师,15K-25K,3-5年,本科,你好现在(北京)科技股份有限公司,民营,100-499人,IT运维/技术支持,北京
2100,CC164068020J90250106000,运维工程师 IT工程师 系统管理员 系统工程师,5K-10K,不限,大专,北京依诺维尔科技有限公司,外商独资,20-99人,IT运维/技术支持,北京
